35.562746,51.508707000000015,15.0
35.562746,51.514707000000016,15.0
35.562746,51.520707000000016,15.0
35.562746,51.526707000000016,15.0
35.562746,51.532707000000016,15.0
35.562746,51.53870700000002,15.0
35.562746,51.54470700000002,15.0
35.562746,51.55070700000002,15.0
35.562746,51.55670700000002,15.0
35.562746,51.56270700000002,15.0
35.562746,51.56870700000002,15.0
35.562746,51.57470700000002,15.0
35.562746,51.58070700000002,15.0
35.562746,51.58670700000002,15.0
35.562746,51.59270700000002,17.0
35.562746,51.59870700000002,17.0
35.562746,51.60470700000002,17.0
35.562746,51.61070700000002,17.0
35.562746,51.61670700000002,17.0
35.562746,51.62270700000002,17.0
35.562746,51.62870700000002,17.0
35.562746,51.63470700000002,17.0
35.562746,51.64070700000002,17.0
35.562746,51.64670700000002,17.0
35.568746,51.058707,10.0
35.568746,51.064707,10.0
35.568746,51.070707,10.0
35.568746,51.076707,10.0
35.568746,51.082707,10.0
35.568746,51.088707,10.0
35.568746,51.094707,10.0
35.568746,51.100707,10.0
35.568746,51.106707,10.0
35.568746,51.112707,10.0
35.568746,51.118707,10.0
35.568746,51.124707,10.0
35.568746,51.130707,10.0
35.568746,51.136707,10.0
35.568746,51.142707,10.0
35.568746,51.148707,10.0
35.568746,51.154707,10.0
35.568746,51.160707,10.0
35.568746,51.166707,10.0
35.568746,51.172707,10.0
35.568746,51.178707,10.0
35.568746,51.184707,10.0
35.568746,51.190707,10.0
35.568746,51.196707,10.0
35.568746,51.202707000000004,10.0
35.568746,51.208707000000004,10.0
35.568746,51.214707000000004,10.0
35.568746,51.220707000000004,10.0
35.568746,51.226707000000005,10.0
35.568746,51.232707000000005,10.0
35.568746,51.238707000000005,10.0
35.568746,51.244707000000005,10.0
35.568746,51.250707000000006,10.0
35.568746,51.256707000000006,14.0
35.568746,51.262707000000006,14.0
35.568746,51.268707000000006,14.0
35.568746,51.27470700000001,14.0
35.568746,51.28070700000001,14.0
35.568746,51.28670700000001,14.0
35.568746,51.29270700000001,14.0
35.568746,51.29870700000001,14.0
35.568746,51.30470700000001,14.0
35.568746,51.31070700000001,14.0
35.568746,51.31670700000001,14.0
35.568746,51.32270700000001,14.0
35.568746,51.32870700000001,14.0
35.568746,51.33470700000001,14.0
35.568746,51.34070700000001,14.0
35.568746,51.34670700000001,15.0
35.568746,51.35270700000001,15.0
35.568746,51.35870700000001,15.0
35.568746,51.36470700000001,15.0
35.568746,51.37070700000001,15.0
35.568746,51.37670700000001,15.0
35.568746,51.38270700000001,15.0
35.568746,51.38870700000001,15.0
35.568746,51.39470700000001,15.0
35.568746,51.40070700000001,15.0
35.568746,51.40670700000001,15.0
35.568746,51.41270700000001,15.0
35.568746,51.41870700000001,15.0
35.568746,51.42470700000001,15.0
35.568746,51.43070700000001,15.0
35.568746,51.43670700000001,15.0
35.568746,51.44270700000001,15.0
35.568746,51.44870700000001,15.0
35.568746,51.45470700000001,15.0
35.568746,51.46070700000001,15.0
35.568746,51.466707000000014,15.0
35.568746,51.472707000000014,15.0
35.568746,51.478707000000014,15.0
35.568746,51.484707000000014,15.0
35.568746,51.490707000000015,15.0
35.568746,51.496707000000015,15.0
35.568746,51.502707000000015,15.0
35.568746,51.508707000000015,15.0
35.568746,51.514707000000016,15.0
35.568746,51.520707000000016,15.0
35.568746,51.526707000000016,15.0
35.568746,51.532707000000016,15.0
35.568746,51.53870700000002,15.0
35.568746,51.54470700000002,15.0
35.568746,51.55070700000002,15.0
35.568746,51.55670700000002,15.0
35.568746,51.56270700000002,15.0
35.568746,51.56870700000002,15.0
35.568746,51.57470700000002,15.0
35.568746,51.58070700000002,15.0
35.568746,51.58670700000002,15.0
35.568746,51.59270700000002,17.0
35.568746,51.59870700000002,17.0
35.568746,51.60470700000002,17.0
35.568746,51.61070700000002,17.0
35.568746,51.61670700000002,17.0
35.568746,51.62270700000002,17.0
35.568746,51.62870700000002,17.0
35.568746,51.63470700000002,17.0
35.568746,51.64070700000002,17.0
35.568746,51.64670700000002,17.0
35.574746,51.058707,10.0
35.574746,51.064707,10.0
35.574746,51.070707,10.0
35.574746,51.076707,10.0
35.574746,51.082707,10.0
35.574746,51.088707,10.0
35.574746,51.094707,10.0
35.574746,51.100707,10.0
35.574746,51.106707,10.0
35.574746,51.112707,10.0
35.574746,51.118707,10.0
35.574746,51.124707,10.0
35.574746,51.130707,10.0
35.574746,51.136707,10.0
35.574746,51.142707,10.0
35.574746,51.148707,10.0
35.574746,51.154707,10.0
35.574746,51.160707,10.0
35.574746,51.166707,10.0
35.574746,51.172707,10.0
35.574746,51.178707,10.0
35.574746,51.184707,10.0
35.574746,51.190707,10.0
35.574746,51.196707,10.0
35.574746,51.202707000000004,10.0
35.574746,51.208707000000004,10.0
35.574746,51.214707000000004,10.0
35.574746,51.220707000000004,10.0
35.574746,51.226707000000005,10.0
35.574746,51.232707000000005,10.0
35.574746,51.238707000000005,10.0
35.574746,51.244707000000005,10.0
35.574746,51.250707000000006,10.0
35.574746,51.256707000000006,14.0
35.574746,51.262707000000006,14.0
35.574746,51.268707000000006,14.0
35.574746,51.27470700000001,14.0
35.574746,51.28070700000001,14.0
35.574746,51.28670700000001,14.0
35.574746,51.29270700000001,14.0
35.574746,51.29870700000001,14.0
35.574746,51.30470700000001,14.0
35.574746,51.31070700000001,14.0
35.574746,51.31670700000001,14.0
35.574746,51.32270700000001,14.0
35.574746,51.32870700000001,14.0
35.574746,51.33470700000001,14.0
35.574746,51.34070700000001,14.0
35.574746,51.34670700000001,15.0
35.574746,51.35270700000001,15.0
35.574746,51.35870700000001,15.0
35.574746,51.36470700000001,15.0
35.574746,51.37070700000001,15.0
35.574746,51.37670700000001,15.0
35.574746,51.38270700000001,15.0
35.574746,51.38870700000001,15.0
35.574746,51.39470700000001,15.0
35.574746,51.40070700000001,15.0
35.574746,51.40670700000001,15.0
35.574746,51.41270700000001,15.0
35.574746,51.41870700000001,15.0
35.574746,51.42470700000001,15.0
35.574746,51.43070700000001,15.0
35.574746,51.43670700000001,15.0
35.574746,51.44270700000001,15.0
35.574746,51.44870700000001,15.0
35.574746,51.45470700000001,15.0
35.574746,51.46070700000001,15.0
35.574746,51.466707000000014,15.0
35.574746,51.472707000000014,15.0
35.574746,51.478707000000014,15.0
35.574746,51.484707000000014,15.0
35.574746,51.490707000000015,15.0
35.574746,51.496707000000015,15.0
35.574746,51.502707000000015,15.0
35.574746,51.508707000000015,15.0
35.574746,51.514707000000016,15.0
35.574746,51.520707000000016,15.0
35.574746,51.526707000000016,15.0
35.574746,51.532707000000016,15.0
35.574746,51.53870700000002,15.0
35.574746,51.54470700000002,15.0
35.574746,51.55070700000002,15.0
35.574746,51.55670700000002,15.0
35.574746,51.56270700000002,15.0
35.574746,51.56870700000002,15.0
35.574746,51.57470700000002,15.0
35.574746,51.58070700000002,15.0
35.574746,51.58670700000002,17.0
35.574746,51.59270700000002,17.0
35.574746,51.59870700000002,17.0
35.574746,51.60470700000002,17.0
35.574746,51.61070700000002,17.0
35.574746,51.61670700000002,17.0
35.574746,51.62270700000002,17.0
35.574746,51.62870700000002,17.0
35.574746,51.63470700000002,17.0
35.574746,51.64070700000002,17.0
35.574746,51.64670700000002,17.0
35.580746,51.058707,10.0
35.580746,51.064707,10.0
35.580746,51.070707,10.0
35.580746,51.076707,10.0
35.580746,51.082707,10.0
35.580746,51.088707,10.0
35.580746,51.094707,10.0
35.580746,51.100707,10.0
35.580746,51.106707,10.0
35.580746,51.112707,10.0
35.580746,51.118707,10.0
35.580746,51.124707,10.0
35.580746,51.130707,10.0
35.580746,51.136707,10.0
35.580746,51.142707,10.0
35.580746,51.148707,10.0
35.580746,51.154707,10.0
35.580746,51.160707,10.0
35.580746,51.166707,10.0
35.580746,51.172707,10.0
35.580746,51.178707,10.0
35.580746,51.184707,10.0
35.580746,51.190707,10.0
35.580746,51.196707,10.0
35.580746,51.202707000000004,10.0
35.580746,51.208707000000004,10.0
35.580746,51.214707000000004,10.0
35.580746,51.220707000000004,10.0
35.580746,51.226707000000005,10.0
35.580746,51.232707000000005,10.0
35.580746,51.238707000000005,10.0
35.580746,51.244707000000005,10.0
35.580746,51.250707000000006,10.0
35.580746,51.256707000000006,14.0
35.580746,51.262707000000006,14.0
35.580746,51.268707000000006,14.0
35.580746,51.27470700000001,14.0
35.580746,51.28070700000001,14.0
35.580746,51.28670700000001,14.0
35.580746,51.29270700000001,14.0
35.580746,51.29870700000001,14.0
35.580746,51.30470700000001,14.0
35.580746,51.31070700000001,14.0
35.580746,51.31670700000001,14.0
35.580746,51.32270700000001,14.0
35.580746,51.32870700000001,14.0
35.580746,51.33470700000001,14.0
35.580746,51.34070700000001,14.0
35.580746,51.34670700000001,15.0
35.580746,51.35270700000001,15.0
35.580746,51.35870700000001,15.0
35.580746,51.36470700000001,15.0
35.580746,51.37070700000001,15.0
35.580746,51.37670700000001,15.0
35.580746,51.38270700000001,15.0
35.580746,51.38870700000001,15.0
35.580746,51.39470700000001,15.0
35.580746,51.40070700000001,15.0
35.580746,51.40670700000001,15.0
35.580746,51.41270700000001,15.0
35.580746,51.41870700000001,15.0
35.580746,51.42470700000001,15.0
35.580746,51.43070700000001,15.0
35.580746,51.43670700000001,15.0
35.580746,51.44270700000001,15.0
35.580746,51.44870700000001,15.0
35.580746,51.45470700000001,15.0
35.580746,51.46070700000001,15.0
35.580746,51.466707000000014,15.0
35.580746,51.472707000000014,15.0
35.580746,51.478707000000014,15.0
35.580746,51.484707000000014,15.0
35.580746,51.490707000000015,15.0
35.580746,51.496707000000015,15.0
35.580746,51.502707000000015,15.0
35.580746,51.508707000000015,15.0
35.580746,51.514707000000016,15.0
35.580746,51.520707000000016,15.0
35.580746,51.526707000000016,15.0
35.580746,51.532707000000016,15.0
35.580746,51.53870700000002,15.0
35.580746,51.54470700000002,15.0
35.580746,51.55070700000002,15.0
35.580746,51.55670700000002,15.0
35.580746,51.56270700000002,15.0
35.580746,51.56870700000002,15.0
35.580746,51.57470700000002,15.0
35.580746,51.58070700000002,17.0
35.580746,51.58670700000002,17.0
35.580746,51.59270700000002,17.0
35.580746,51.59870700000002,17.0
35.580746,51.60470700000002,17.0
35.580746,51.61070700000002,17.0
35.580746,51.61670700000002,17.0
35.580746,51.62270700000002,17.0
35.580746,51.62870700000002,17.0
35.580746,51.63470700000002,17.0
35.580746,51.64070700000002,17.0
35.580746,51.64670700000002,17.0
35.586746,51.058707,10.0
35.586746,51.064707,10.0
35.586746,51.070707,10.0
35.586746,51.076707,10.0
35.586746,51.082707,10.0
35.586746,51.088707,10.0
35.586746,51.094707,10.0
35.586746,51.100707,10.0
35.586746,51.106707,10.0
35.586746,51.112707,10.0
35.586746,51.118707,10.0
35.586746,51.124707,10.0
35.586746,51.130707,10.0
35.586746,51.136707,10.0
35.586746,51.142707,10.0
35.586746,51.148707,10.0
35.586746,51.154707,10.0
35.586746,51.160707,10.0
35.586746,51.166707,10.0
35.586746,51.172707,10.0
35.586746,51.178707,10.0
35.586746,51.184707,10.0
35.586746,51.190707,10.0
35.586746,51.196707,10.0
35.586746,51.202707000000004,10.0
35.586746,51.208707000000004,10.0
35.586746,51.214707000000004,10.0
35.586746,51.220707000000004,10.0
35.586746,51.226707000000005,10.0
35.586746,51.232707000000005,10.0
35.586746,51.238707000000005,10.0
35.586746,51.244707000000005,10.0
35.586746,51.250707000000006,10.0
35.586746,51.256707000000006,14.0
35.586746,51.262707000000006,14.0
35.586746,51.268707000000006,14.0
35.586746,51.27470700000001,14.0
35.586746,51.28070700000001,14.0
35.586746,51.28670700000001,14.0
35.586746,51.29270700000001,14.0
35.586746,51.29870700000001,14.0
35.586746,51.30470700000001,14.0
35.586746,51.31070700000001,14.0
35.586746,51.31670700000001,14.0
35.586746,51.32270700000001,14.0
35.586746,51.32870700000001,14.0
35.586746,51.33470700000001,14.0
35.586746,51.34070700000001,14.0
35.586746,51.34670700000001,14.0
35.586746,51.35270700000001,14.0
35.586746,51.35870700000001,15.0
35.586746,51.36470700000001,15.0
35.586746,51.37070700000001,15.0
35.586746,51.37670700000001,15.0
35.586746,51.38270700000001,15.0
35.586746,51.38870700000001,15.0
35.586746,51.39470700000001,15.0
35.586746,51.40070700000001,15.0
35.586746,51.40670700000001,15.0
35.586746,51.41270700000001,15.0
35.586746,51.41870700000001,15.0
35.586746,51.42470700000001,15.0
35.586746,51.43070700000001,15.0
35.586746,51.43670700000001,15.0
35.586746,51.44270700000001,15.0
35.586746,51.44870700000001,15.0
35.586746,51.45470700000001,15.0
35.586746,51.46070700000001,15.0
35.586746,51.466707000000014,15.0
35.586746,51.472707000000014,15.0
35.586746,51.478707000000014,15.0
35.586746,51.484707000000014,15.0
35.586746,51.490707000000015,15.0
35.586746,51.496707000000015,15.0
35.586746,51.502707000000015,15.0
35.586746,51.508707000000015,15.0
35.586746,51.514707000000016,15.0
35.586746,51.520707000000016,15.0
35.586746,51.526707000000016,15.0
35.586746,51.532707000000016,15.0
35.586746,51.53870700000002,15.0
35.586746,51.54470700000002,15.0
35.586746,51.55070700000002,15.0
35.586746,51.55670700000002,15.0
35.586746,51.56270700000002,15.0
35.586746,51.56870700000002,15.0
35.586746,51.57470700000002,15.0
35.586746,51.58070700000002,17.0
35.586746,51.58670700000002,17.0
35.586746,51.59270700000002,17.0
35.586746,51.59870700000002,17.0
35.586746,51.60470700000002,17.0
35.586746,51.61070700000002,17.0
35.586746,51.61670700000002,17.0
35.586746,51.62270700000002,17.0
35.586746,51.62870700000002,17.0
35.586746,51.63470700000002,17.0
35.586746,51.64070700000002,17.0
35.586746,51.64670700000002,17.0
35.592746,51.058707,10.0
35.592746,51.064707,10.0
35.592746,51.070707,10.0
35.592746,51.076707,10.0
35.592746,51.082707,10.0
35.592746,51.088707,10.0
35.592746,51.094707,10.0
35.592746,51.100707,10.0
35.592746,51.106707,10.0
35.592746,51.112707,10.0
35.592746,51.118707,10.0
35.592746,51.124707,10.0
35.592746,51.130707,10.0
35.592746,51.136707,10.0
35.592746,51.142707,10.0
35.592746,51.148707,10.0
35.592746,51.154707,10.0
35.592746,51.160707,10.0
35.592746,51.166707,10.0
35.592746,51.172707,10.0
35.592746,51.178707,10.0
35.592746,51.184707,10.0
35.592746,51.190707,10.0
35.592746,51.196707,10.0
35.592746,51.202707000000004,10.0
35.592746,51.208707000000004,10.0
35.592746,51.214707000000004,10.0
35.592746,51.220707000000004,10.0
35.592746,51.226707000000005,10.0
35.592746,51.232707000000005,10.0
35.592746,51.238707000000005,10.0
35.592746,51.244707000000005,10.0
35.592746,51.250707000000006,14.0
35.592746,51.256707000000006,14.0
35.592746,51.262707000000006,14.0
35.592746,51.268707000000006,14.0
35.592746,51.27470700000001,14.0
35.592746,51.28070700000001,14.0
35.592746,51.28670700000001,14.0
35.592746,51.29270700000001,14.0
35.592746,51.29870700000001,14.0
35.592746,51.30470700000001,14.0
35.592746,51.31070700000001,14.0
35.592746,51.31670700000001,14.0
35.592746,51.32270700000001,14.0
35.592746,51.32870700000001,14.0
35.592746,51.33470700000001,14.0
35.592746,51.34070700000001,14.0
35.592746,51.34670700000001,14.0
35.592746,51.35270700000001,14.0
35.592746,51.35870700000001,14.0
35.592746,51.36470700000001,14.0
35.592746,51.37070700000001,15.0
35.592746,51.37670700000001,15.0
35.592746,51.38270700000001,15.0
35.592746,51.38870700000001,15.0
35.592746,51.39470700000001,15.0
35.592746,51.40070700000001,15.0
35.592746,51.40670700000001,15.0
35.592746,51.41270700000001,15.0
35.592746,51.41870700000001,15.0
35.592746,51.42470700000001,15.0
35.592746,51.43070700000001,15.0
35.592746,51.43670700000001,15.0
35.592746,51.44270700000001,15.0
35.592746,51.44870700000001,15.0
35.592746,51.45470700000001,15.0
35.592746,51.46070700000001,15.0
35.592746,51.466707000000014,15.0
35.592746,51.472707000000014,15.0
35.592746,51.478707000000014,15.0
35.592746,51.484707000000014,15.0
35.592746,51.490707000000015,15.0
35.592746,51.496707000000015,15.0
35.592746,51.502707000000015,15.0
35.592746,51.508707000000015,15.0
35.592746,51.514707000000016,15.0
35.592746,51.520707000000016,15.0
35.592746,51.526707000000016,15.0
35.592746,51.532707000000016,15.0
35.592746,51.53870700000002,15.0
35.592746,51.54470700000002,15.0
35.592746,51.55070700000002,15.0
35.592746,51.55670700000002,15.0
35.592746,51.56270700000002,15.0
35.592746,51.56870700000002,15.0
35.592746,51.57470700000002,17.0
35.592746,51.58070700000002,17.0
35.592746,51.58670700000002,17.0
35.592746,51.59270700000002,17.0
35.592746,51.59870700000002,17.0
35.592746,51.60470700000002,17.0
35.592746,51.61070700000002,17.0
35.592746,51.61670700000002,17.0
35.592746,51.62270700000002,17.0
35.592746,51.62870700000002,17.0
35.592746,51.63470700000002,17.0
35.592746,51.64070700000002,17.0
35.592746,51.64670700000002,17.0
35.598746,51.058707,10.0
35.598746,51.064707,10.0
35.598746,51.070707,10.0
35.598746,51.076707,10.0
35.598746,51.082707,10.0
35.598746,51.088707,10.0
35.598746,51.094707,10.0
35.598746,51.100707,10.0
35.598746,51.106707,10.0
35.598746,51.112707,10.0
35.598746,51.118707,10.0
35.598746,51.124707,10.0
35.598746,51.130707,10.0
35.598746,51.136707,10.0
35.598746,51.142707,10.0
35.598746,51.148707,10.0
35.598746,51.154707,10.0
35.598746,51.160707,10.0
35.598746,51.166707,10.0
35.598746,51.172707,10.0
35.598746,51.178707,10.0
35.598746,51.184707,10.0
35.598746,51.190707,10.0
35.598746,51.196707,10.0
35.598746,51.202707000000004,10.0
35.598746,51.208707000000004,10.0
35.598746,51.214707000000004,10.0
35.598746,51.220707000000004,10.0
35.598746,51.226707000000005,10.0
35.598746,51.232707000000005,10.0
35.598746,51.238707000000005,10.0
35.598746,51.244707000000005,10.0
35.598746,51.250707000000006,14.0
35.598746,51.256707000000006,14.0
35.598746,51.262707000000006,14.0
35.598746,51.268707000000006,14.0
35.598746,51.27470700000001,14.0
35.598746,51.28070700000001,14.0
35.598746,51.28670700000001,14.0
35.598746,51.29270700000001,14.0
35.598746,51.29870700000001,14.0
35.598746,51.30470700000001,14.0
35.598746,51.31070700000001,14.0
35.598746,51.31670700000001,14.0
35.598746,51.32270700000001,14.0
35.598746,51.32870700000001,14.0
35.598746,51.33470700000001,14.0
35.598746,51.34070700000001,14.0
35.598746,51.34670700000001,14.0
35.598746,51.35270700000001,14.0
35.598746,51.35870700000001,14.0
35.598746,51.36470700000001,14.0
35.598746,51.37070700000001,14.0
35.598746,51.37670700000001,14.0
35.598746,51.38270700000001,14.0
35.598746,51.38870700000001,15.0
35.598746,51.39470700000001,15.0
35.598746,51.40070700000001,15.0
35.598746,51.40670700000001,15.0
35.598746,51.41270700000001,15.0
35.598746,51.41870700000001,15.0
35.598746,51.42470700000001,15.0
35.598746,51.43070700000001,15.0
35.598746,51.43670700000001,6.0
35.598746,51.44270700000001,6.0
35.598746,51.44870700000001,15.0
35.598746,51.45470700000001,15.0
35.598746,51.46070700000001,15.0
35.598746,51.466707000000014,15.0
35.598746,51.472707000000014,15.0
35.598746,51.478707000000014,15.0
35.598746,51.484707000000014,15.0
35.598746,51.490707000000015,15.0
35.598746,51.496707000000015,15.0
35.598746,51.502707000000015,15.0
35.598746,51.508707000000015,15.0
35.598746,51.514707000000016,15.0
35.598746,51.520707000000016,15.0
35.598746,51.526707000000016,15.0
35.598746,51.532707000000016,15.0
35.598746,51.53870700000002,15.0
35.598746,51.54470700000002,15.0
35.598746,51.55070700000002,15.0
35.598746,51.55670700000002,15.0
35.598746,51.56270700000002,15.0
35.598746,51.56870700000002,17.0
35.598746,51.57470700000002,17.0
35.598746,51.58070700000002,17.0
35.598746,51.58670700000002,17.0
35.598746,51.59270700000002,17.0
35.598746,51.59870700000002,17.0
35.598746,51.60470700000002,17.0
35.598746,51.61070700000002,17.0
35.598746,51.61670700000002,17.0
35.598746,51.62270700000002,17.0
35.598746,51.62870700000002,17.0
35.598746,51.63470700000002,17.0
35.598746,51.64070700000002,17.0
35.598746,51.64670700000002,17.0
35.604746,51.058707,10.0
35.604746,51.064707,10.0
35.604746,51.070707,10.0
35.604746,51.076707,10.0
35.604746,51.082707,10.0
35.604746,51.088707,10.0
35.604746,51.094707,10.0
35.604746,51.100707,10.0
35.604746,51.106707,10.0
35.604746,51.112707,10.0
35.604746,51.118707,10.0
35.604746,51.124707,10.0
35.604746,51.130707,10.0
35.604746,51.136707,10.0
35.604746,51.142707,10.0
35.604746,51.148707,10.0
35.604746,51.154707,10.0
35.604746,51.160707,10.0
35.604746,51.166707,10.0
35.604746,51.172707,10.0
35.604746,51.178707,10.0
35.604746,51.184707,10.0
35.604746,51.190707,10.0
35.604746,51.196707,10.0
35.604746,51.202707000000004,10.0
35.604746,51.208707000000004,10.0
35.604746,51.214707000000004,10.0
35.604746,51.220707000000004,10.0
35.604746,51.226707000000005,10.0
35.604746,51.232707000000005,10.0
35.604746,51.238707000000005,10.0
35.604746,51.244707000000005,10.0
35.604746,51.250707000000006,14.0
35.604746,51.256707000000006,14.0
35.604746,51.262707000000006,14.0
35.604746,51.268707000000006,14.0
35.604746,51.27470700000001,14.0
35.604746,51.28070700000001,14.0
35.604746,51.28670700000001,14.0
35.604746,51.29270700000001,14.0
35.604746,51.29870700000001,14.0
35.604746,51.30470700000001,14.0
35.604746,51.31070700000001,14.0
35.604746,51.31670700000001,14.0
35.604746,51.32270700000001,14.0
35.604746,51.32870700000001,14.0
35.604746,51.33470700000001,14.0
35.604746,51.34070700000001,14.0
35.604746,51.34670700000001,14.0
35.604746,51.35270700000001,14.0
35.604746,51.35870700000001,14.0
35.604746,51.36470700000001,14.0
35.604746,51.37070700000001,14.0
35.604746,51.37670700000001,14.0
35.604746,51.38270700000001,14.0
35.604746,51.38870700000001,15.0
35.604746,51.39470700000001,15.0
35.604746,51.40070700000001,15.0
35.604746,51.40670700000001,15.0
35.604746,51.41270700000001,15.0
35.604746,51.41870700000001,15.0
35.604746,51.42470700000001,6.0
35.604746,51.43070700000001,6.0
35.604746,51.43670700000001,6.0
35.604746,51.44270700000001,6.0
35.604746,51.44870700000001,6.0
35.604746,51.45470700000001,6.0
35.604746,51.46070700000001,6.0
35.604746,51.466707000000014,15.0
35.604746,51.472707000000014,15.0
35.604746,51.478707000000014,15.0
35.604746,51.484707000000014,15.0
35.604746,51.490707000000015,15.0
35.604746,51.496707000000015,15.0
35.604746,51.502707000000015,15.0
35.604746,51.508707000000015,15.0
35.604746,51.514707000000016,15.0
35.604746,51.520707000000016,15.0
35.604746,51.526707000000016,15.0
35.604746,51.532707000000016,15.0
35.604746,51.53870700000002,15.0
35.604746,51.54470700000002,15.0
35.604746,51.55070700000002,15.0
35.604746,51.55670700000002,15.0
35.604746,51.56270700000002,17.0
35.604746,51.56870700000002,17.0
35.604746,51.57470700000002,17.0
35.604746,51.58070700000002,17.0
35.604746,51.58670700000002,17.0
35.604746,51.59270700000002,17.0
35.604746,51.59870700000002,17.0
35.604746,51.60470700000002,17.0
35.604746,51.61070700000002,17.0
35.604746,51.61670700000002,17.0
35.604746,51.62270700000002,17.0
35.604746,51.62870700000002,17.0
35.604746,51.63470700000002,17.0
35.604746,51.64070700000002,17.0
35.604746,51.64670700000002,17.0
35.610746,51.058707,10.0
35.610746,51.064707,10.0
35.610746,51.070707,10.0
35.610746,51.076707,10.0
35.610746,51.082707,10.0
35.610746,51.088707,10.0
35.610746,51.094707,10.0
35.610746,51.100707,10.0
35.610746,51.106707,10.0
35.610746,51.112707,10.0
35.610746,51.118707,10.0
35.610746,51.124707,10.0
35.610746,51.130707,10.0
35.610746,51.136707,10.0
35.610746,51.142707,10.0
35.610746,51.148707,10.0
35.610746,51.154707,10.0
35.610746,51.160707,10.0
35.610746,51.166707,10.0
35.610746,51.172707,10.0
35.610746,51.178707,10.0
35.610746,51.184707,10.0
35.610746,51.190707,10.0
35.610746,51.196707,10.0
35.610746,51.202707000000004,10.0
35.610746,51.208707000000004,10.0
35.610746,51.214707000000004,10.0
35.610746,51.220707000000004,10.0
35.610746,51.226707000000005,10.0
35.610746,51.232707000000005,10.0
35.610746,51.238707000000005,10.0
35.610746,51.244707000000005,10.0
35.610746,51.250707000000006,14.0
35.610746,51.256707000000006,14.0
35.610746,51.262707000000006,14.0
35.610746,51.268707000000006,14.0
35.610746,51.27470700000001,14.0
35.610746,51.28070700000001,14.0
35.610746,51.28670700000001,14.0
35.610746,51.29270700000001,14.0
35.610746,51.29870700000001,14.0
35.610746,51.30470700000001,14.0
35.610746,51.31070700000001,14.0
35.610746,51.31670700000001,14.0
35.610746,51.32270700000001,14.0
35.610746,51.32870700000001,14.0
35.610746,51.33470700000001,14.0
35.610746,51.34070700000001,14.0
35.610746,51.34670700000001,14.0
35.610746,51.35270700000001,14.0
35.610746,51.35870700000001,14.0
35.610746,51.36470700000001,14.0
35.610746,51.37070700000001,14.0
35.610746,51.37670700000001,14.0
35.610746,51.38270700000001,14.0
35.610746,51.38870700000001,15.0
35.610746,51.39470700000001,15.0
35.610746,51.40070700000001,15.0
35.610746,51.40670700000001,15.0
35.610746,51.41270700000001,15.0
35.610746,51.41870700000001,15.0
35.610746,51.42470700000001,6.0
35.610746,51.43070700000001,6.0
35.610746,51.43670700000001,6.0
35.610746,51.44270700000001,6.0
35.610746,51.44870700000001,6.0
35.610746,51.45470700000001,6.0
35.610746,51.46070700000001,6.0
35.610746,51.466707000000014,6.0
35.610746,51.472707000000014,15.0
